date,symbol,price,ratio,to_buy,sma_10d,sma_50w,sma_100d,sma_200d,sma_50d,other_expenses,NetProfitMargin,ebitdaMargin,eps,costOfRevenue,netIncome,revenues,revenues_lag_days,pe_ratio,cost_revenue_ratio
2021-01-04,FTI,8.06,1.06,1,7.72,7.17,6.33,6.33,6.76,33200000,-0.011,0.056,-0.09,3343200000,-39300000,3426100000,4,-88.57142857142858,0.98
2021-01-04,F,8.52,0.94,1,8.84,6.94,7.86,6.83,8.67,-1011000000,-0.078,0.005,-0.7,33075000000,-2788000000,35952000000,4,-12.17142857142857,0.92
2021-01-04,UNM,22.09,1.06,1,21.99,19.03,19.81,17.95,21.36,1448700000,0.032,0.046,0.66,-8867200000,135400000,4273500000,4,33.46969696969697,-2.07
2021-01-04,KR,32.13,0.81,1,31.38,32.4,33.22,33.0,31.91,9000000,0.021,0.053,0.81,22901000000,631000000,29723000000,58,39.666666666666664,0.77
2021-01-04,DELL,36.72,1.17,1,36.86,28.47,34.06,29.15,34.81,0,0.035,0.121,1.11,16221000000,832000000,23482000000,66,33.08108108108108,0.69
2021-01-04,WBA,41.4,1.14,1,39.98,41.79,38.34,40.28,39.4,1343000000,-0.01,0.041,-0.45,24808000000,-308000000,31438000000,35,-92.0,0.79
2021-04-09,CAH,60.05,0.44,0,60.9,52.89,55.26,52.96,55.83,12000000,0.003,0.02,0.41,37463000000,119000000,39275000000,9,146.46341463414635,0.95
2023-05-11,GPS,8.23,0.93,1,8.68,10.81,11.34,11.1,9.74,1224000000,-0.005,0.039,-0.05,2062000000,-18000000,3276000000,12,-164.6,0.63
2023-05-11,AAL,14.07,0.75,1,13.97,14.23,14.75,14.27,14.15,1460000000,0.001,0.046,0.02,9840000000,10000000,12189000000,41,919.6078431372549,0.81
2023-05-11,KSS,20.18,0.62,1,20.55,28.9,26.2,27.66,22.94,188000000,-0.02,0.08,-0.64,2047000000,-70000000,3571000000,12,-31.53125,0.57
2023-05-11,NRG,31.04,0.93,1,32.34,37.33,33.2,37.1,33.3,190000000,-0.173,-0.172,-5.8,8778000000,-1335000000,7722000000,41,-5.3517241379310345,1.14
2023-05-11,WBA,31.17,0.77,0,32.49,36.8,35.49,36.28,34.16,25000000,0.02,0.022,0.81,27807000000,703000000,34862000000,72,38.48148148148148,0.8
2023-05-11,GM,33.12,1.15,1,33.02,36.5,36.38,37.07,34.93,2613000000,0.06,0.146,1.7,34859000000,2395000000,39985000000,41,19.48235294117647,0.87
2023-05-11,CNC,67.37,0.95,0,68.05,78.96,71.05,78.26,66.3,325000000,0.029,0.041,2.05,34315000000,1130000000,38889000000,41,32.863414634146345,0.88
2023-05-11,CVS,68.97,1.04,0,70.78,90.52,81.95,90.34,74.7,395000000,0.025,0.053,1.66,71903000000,2136000000,84944000000,41,41.54819277108434,0.85
2023-05-11,CAH,84.84,0.43,0,83.09,71.31,77.35,74.31,77.03,74000000,0.007,0.014,1.35,48702000000,345000000,50487000000,41,62.84444444444444,0.96
2023-05-11,VLO,110.66,1.09,1,109.67,122.57,129.54,124.38,126.36,10000000,0.084,0.114,8.28,32142000000,3067000000,36439000000,41,13.36473429951691,0.88
2021-04-16,KR,37.11,0.91,1,37.29,33.66,33.78,33.89,35.13,1000000,-0.003,0.022,-0.1,23691000000,-77000000,30737000000,76,-371.09999999999997,0.77
2021-04-16,NRG,38.68,1.17,1,38.38,35.21,37.93,35.35,39.24,22000000,-0.01,0.04,-0.33,6864000000,-82000000,8091000000,16,-117.2121212121212,0.85
2021-04-16,CAH,61.31,0.45,0,60.48,53.16,55.54,53.19,56.46,12000000,0.003,0.02,0.41,37463000000,119000000,39275000000,16,149.53658536585368,0.95
2021-04-16,MCK,193.18,0.51,0,191.57,165.41,181.58,168.1,185.08,71000000,0.011,0.019,4.19,55845000000,666000000,59142000000,16,46.105011933174225,0.94
2024-02-02,F,12.14,1.06,0,11.56,12.18,11.42,12.16,11.42,-1802000000,-0.011,0.005,-0.13,43432000000,-526000000,45962000000,33,-93.38461538461539,0.94
2024-02-02,AAL,14.56,0.73,0,14.46,14.31,12.97,14.25,13.74,-1519000000,0.001,0.094,0.03,10435000000,19000000,13062000000,33,502.0689655172414,0.8
2024-02-02,WBA,22.64,0.53,0,22.74,27.54,22.53,26.25,23.37,8000000,-0.002,0.016,-0.08,29937000000,-67000000,36707000000,64,-291.7525773195876,0.82
2024-02-02,KSS,26.4,0.72,0,26.81,23.96,23.87,23.81,26.21,0,0.015,0.085,0.54,2349000000,59000000,4054000000,97,48.888888888888886,0.58
2024-02-02,GM,38.91,1.05,1,36.57,34.29,32.42,33.87,34.58,8442000000,0.049,0.105,1.59,39670000000,2101000000,42979000000,33,24.471698113207545,0.92
2024-02-02,UAL,41.37,1.0,1,41.33,45.38,40.41,45.34,41.08,1325000000,0.044,0.127,1.83,12010000000,599000000,13626000000,33,22.606557377049178,0.88
2024-02-02,KR,46.14,0.98,1,46.32,46.39,44.99,46.26,45.33,0,0.019,0.053,0.89,26477000000,646000000,33957000000,90,51.842696629213485,0.78
2024-02-02,CVS,73.09,0.98,0,73.69,72.22,72.34,71.4,74.82,311000000,0.022,0.049,1.59,79937000000,2046000000,93545000000,33,45.9685534591195,0.85
2024-02-02,CNC,75.41,1.02,0,74.85,68.81,72.62,69.45,75.12,4571000000,0.001,-0.005,0.08,31595000000,45000000,39460000000,33,895.605700712589,0.8
2024-02-02,CAH,103.46,0.44,0,105.67,90.8,99.11,93.67,104.81,16000000,0.006,0.012,1.44,55599000000,353000000,57445000000,33,71.84722222222221,0.97
2024-02-02,WHR,110.44,1.19,0,112.56,129.88,118.73,129.72,114.75,-1000000,0.097,0.065,8.91,4296000000,491000000,5088000000,33,12.395061728395062,0.84
2022-02-15,CAH,53.53,0.32,1,52.69,54.08,50.13,52.88,51.29,13000000,0.001,0.012,0.17,43841000000,49000000,45457000000,46,314.88235294117646,0.96
2022-02-15,KSS,59.72,1.17,0,59.61,54.36,52.39,53.5,52.93,207000000,0.046,0.101,2.23,4155000000,299000000,6499000000,17,26.780269058295964,0.64
2022-02-15,MCK,273.9,0.59,1,270.68,211.75,230.52,213.88,249.38,20000000,-0.0,0.008,-0.05,65186000000,-7000000,68614000000,46,-5928.571428571428,0.95
2023-10-24,HBI,4.33,1.0,0,4.23,5.29,4.65,5.1,4.51,-9111000,-0.026,0.056,-0.11,1040995000,-38799000,1511306000,24,-39.36363636363637,0.69
2023-10-24,AAL,11.21,0.54,1,11.65,14.71,15.07,15.02,13.34,2967000000,-0.04,-0.055,-0.83,10308000000,-545000000,13482000000,24,-13.506024096385543,0.76
2023-10-24,WBA,21.37,0.52,1,22.25,31.8,26.76,30.63,23.17,1387000000,-0.005,0.044,-0.21,28947000000,-180000000,35422000000,54,-101.76190476190477,0.82
2023-10-24,LNC,21.92,0.88,1,23.24,26.73,25.25,25.61,24.67,1131000000,0.203,0.243,4.83,4312000000,853000000,4203000000,24,4.538302277432712,1.03
2023-10-24,UAL,35.14,0.8,1,37.71,46.65,48.95,47.94,44.38,12000000,0.079,0.139,3.47,10042000000,1138000000,14484000000,24,10.126801152737752,0.69
2023-10-24,KR,43.61,0.93,0,44.12,46.58,46.41,46.63,45.47,8000000,-0.005,0.011,-0.25,26475000000,-180000000,33853000000,73,-174.44,0.78
2023-07-10,GPS,9.07,1.02,1,8.87,10.73,9.72,10.88,8.68,1224000000,-0.005,0.039,-0.05,2062000000,-18000000,3276000000,72,-181.4,0.63
2023-07-10,AAL,18.57,0.86,0,17.81,14.63,15.02,14.6,15.42,1495000000,0.095,0.164,2.05,9908000000,1338000000,14055000000,10,9.058536585365854,0.7
2023-07-10,KSS,24.06,0.74,1,23.4,26.61,23.22,26.03,21.38,188000000,-0.02,0.08,-0.64,2047000000,-70000000,3571000000,72,-37.59375,0.57
2023-07-10,WBA,29.79,0.73,0,29.24,35.14,33.06,34.98,31.23,364000000,0.003,0.014,0.14,28826000000,118000000,35415000000,40,212.78571428571425,0.81
2023-07-10,KR,46.88,0.75,0,46.97,46.65,47.25,46.4,47.53,957000000,0.021,0.058,1.33,35080000000,962000000,45165000000,51,35.24812030075188,0.78
2023-07-10,CNC,67.31,0.97,0,66.92,75.5,66.84,73.23,66.64,3197000000,0.028,0.031,1.93,30224000000,1058000000,37608000000,10,34.87564766839378,0.8
2023-07-10,AAP,68.8,1.2,0,69.25,139.21,110.32,134.47,92.43,-674000,0.014,0.053,0.81,1946931000,48323000,3417594000,79,84.93827160493827,0.57
2023-07-10,CVS,69.36,1.01,0,69.2,86.14,73.89,84.1,69.66,631000000,0.021,0.053,1.48,75318000000,1901000000,88647000000,10,46.86486486486486,0.85
2023-07-10,CAH,93.69,0.44,0,93.88,77.6,81.48,78.55,87.1,-1000000,-0.001,0.012,-0.25,51626000000,-64000000,53453000000,10,-374.76,0.97
2021-02-09,FTI,8.11,1.06,1,8.86,6.71,7.06,6.71,8.47,33200000,-0.011,0.056,-0.09,3343200000,-39300000,3426100000,40,-89.12087912087912,0.98
2021-02-09,UNM,23.87,1.14,1,23.98,18.68,21.25,19.18,23.49,1448700000,0.032,0.046,0.66,-8867200000,135400000,4273500000,40,36.166666666666664,-2.07
2021-02-09,KR,33.59,0.82,1,34.29,32.95,32.79,33.28,32.48,1000000,-0.003,0.022,-0.1,23691000000,-77000000,30737000000,10,-335.90000000000003,0.77
2021-02-09,CAH,52.95,0.37,1,54.41,51.47,52.16,52.21,54.71,12000000,0.015,0.017,2.14,39765000000,629000000,41541000000,40,24.742990654205606,0.96
2021-02-09,MCK,184.98,0.47,0,181.25,155.98,168.75,159.55,178.78,54000000,-0.099,0.018,-39.03,59448000000,-6226000000,62599000000,40,-4.739431206764027,0.95
2021-12-22,KR,43.52,1.0,1,44.93,39.04,42.47,40.12,42.16,-77000000,0.015,0.05,0.64,24959000000,483000000,31860000000,46,68.0,0.78
2021-12-22,CAH,50.18,0.32,1,49.17,54.22,50.25,54.35,48.75,4000000,0.006,0.014,0.94,42326000000,271000000,43968000000,83,53.38297872340426,0.96
2021-12-22,PSX,71.62,1.04,1,71.17,77.75,73.29,78.02,75.42,238000000,0.013,0.075,0.91,27890000000,402000000,30243000000,83,78.7032967032967,0.92
2021-12-22,MCK,236.48,0.54,1,232.89,199.03,210.72,201.94,219.48,139000000,0.004,0.015,1.73,63224000000,267000000,66576000000,83,136.6936416184971,0.95
2022-10-03,GPS,8.61,0.81,1,8.64,13.61,9.68,12.52,9.54,0,-0.013,0.027,-0.13,2527000000,-49000000,3857000000,65,-66.23076923076923,0.66
2022-10-03,AAL,11.92,0.58,1,12.52,16.22,14.39,15.93,13.82,1399000000,0.036,0.086,0.69,10638000000,483000000,13462000000,3,17.275362318840582,0.79
2022-10-03,KSS,26.04,0.75,1,26.37,45.57,33.57,44.87,29.17,0,0.035,0.122,1.13,2538000000,143000000,4087000000,65,23.044247787610622,0.62
2022-10-03,DELL,35.88,0.99,1,35.45,49.34,43.78,48.66,41.63,0,0.019,0.065,0.69,20986000000,511000000,26425000000,66,52.00000000000001,0.79
2022-10-03,LRCX,38.97,1.04,1,38.26,52.63,45.43,51.08,45.07,-43095000,0.281,0.35,1.04,2737286000,1425879000,5074121000,8,37.39923224568138,0.54
2022-10-03,KR,43.75,0.9,0,44.95,48.64,48.52,49.78,47.43,0,0.021,0.057,1.01,28076000000,724000000,34638000000,51,43.31683168316832,0.81
2022-10-03,MPC,102.79,1.04,1,96.26,83.54,95.0,86.5,96.69,226000000,0.098,0.142,9.12,39615000000,4475000000,45787000000,3,11.270833333333336,0.87
2022-10-03,VLO,112.31,0.96,1,105.54,98.8,115.33,103.32,111.5,6000000,0.063,0.087,7.22,40442000000,2817000000,44454000000,3,15.555401662049862,0.91
2021-02-11,FTI,8.47,1.11,1,8.73,6.71,7.1,6.73,8.52,33200000,-0.011,0.056,-0.09,3343200000,-39300000,3426100000,42,-93.07692307692308,0.98
2021-02-11,UNM,24.28,1.16,1,23.92,18.68,21.36,19.26,23.56,1448700000,0.032,0.046,0.66,-8867200000,135400000,4273500000,42,36.78787878787879,-2.07
2021-02-11,KR,33.4,0.82,1,33.57,32.95,32.8,33.28,32.51,1000000,-0.003,0.022,-0.1,23691000000,-77000000,30737000000,12,-333.99999999999994,0.77
2021-02-11,CAH,52.41,0.37,1,53.87,51.47,52.26,52.22,54.65,12000000,0.015,0.017,2.14,39765000000,629000000,41541000000,42,24.490654205607473,0.96
2021-02-11,MCK,181.77,0.46,0,182.0,155.98,169.37,159.96,178.9,54000000,-0.099,0.018,-39.03,59448000000,-6226000000,62599000000,42,-4.657186779400461,0.95
2021-12-28,KR,44.42,1.02,1,44.68,39.28,42.52,40.25,42.44,-77000000,0.015,0.05,0.64,24959000000,483000000,31860000000,52,69.40625,0.78
2021-12-28,VLO,74.5,1.03,1,70.45,72.17,71.0,72.81,73.94,32000000,0.016,0.025,1.13,28613000000,463000000,29520000000,89,65.92920353982302,0.97
2022-10-20,WBA,33.36,0.89,1,32.66,43.1,37.4,42.18,34.95,1825000000,-0.013,0.046,-0.48,26038000000,-415000000,32449000000,50,-69.5,0.8
2022-10-20,GM,33.44,1.12,1,33.07,43.55,35.87,40.56,37.15,2320000000,0.079,0.17,2.28,36020000000,3305000000,41888000000,20,14.666666666666666,0.86
2022-10-20,NRG,40.72,1.1,0,41.27,39.81,40.33,39.96,41.7,197000000,0.008,0.043,0.29,7802000000,67000000,8510000000,20,140.41379310344828,0.92
2022-01-13,KR,49.48,1.14,1,47.21,39.86,42.84,40.88,44.12,-77000000,0.015,0.05,0.64,24959000000,483000000,31860000000,68,77.3125,0.78
2022-01-13,CAH,52.24,0.32,1,52.38,54.1,50.18,53.82,49.85,13000000,0.001,0.012,0.17,43841000000,49000000,45457000000,13,307.29411764705884,0.96
2022-01-13,MPC,73.12,1.16,1,69.61,59.65,63.43,60.59,64.66,956000000,0.022,0.068,1.28,32184000000,774000000,35438000000,13,57.125,0.91
2022-01-13,MCK,254.75,0.55,1,250.13,203.25,218.01,206.33,232.3,20000000,-0.0,0.008,-0.05,65186000000,-7000000,68614000000,13,-5514.069264069264,0.95
2024-02-21,F,12.14,1.06,0,12.57,12.18,11.42,12.19,11.89,-1802000000,-0.011,0.005,-0.13,43432000000,-526000000,45962000000,52,-93.38461538461539,0.94
2024-02-21,AAL,14.79,0.74,0,14.82,14.26,13.16,14.33,14.23,-1519000000,0.001,0.094,0.03,10435000000,19000000,13062000000,52,509.99999999999994,0.8
2024-02-21,DXC,20.36,1.14,0,21.64,23.23,22.28,23.07,22.77,39000000,0.046,0.168,0.82,2636000000,156000000,3399000000,52,24.82926829268293,0.78
2024-02-21,WBA,21.75,0.51,0,22.16,26.76,22.59,25.52,23.73,8000000,-0.002,0.016,-0.08,29937000000,-67000000,36707000000,83,-280.28350515463916,0.82
2024-02-21,KSS,27.43,0.51,0,27.27,23.96,24.54,24.13,27.05,0,0.031,0.082,1.69,4047000000,186000000,5956000000,18,16.23076923076923,0.68
2024-02-21,GM,39.49,1.06,1,38.81,34.3,33.08,34.2,36.47,8442000000,0.049,0.105,1.59,39670000000,2101000000,42979000000,52,24.836477987421382,0.92
2024-02-21,UAL,44.05,1.06,1,42.5,44.89,40.14,45.23,41.64,1325000000,0.044,0.127,1.83,12010000000,599000000,13626000000,52,24.07103825136612,0.88
2024-02-21,CVS,77.15,1.04,0,76.49,71.94,72.93,71.6,76.34,311000000,0.022,0.049,1.59,79937000000,2046000000,93545000000,52,48.522012578616355,0.85
2024-02-21,CNC,79.17,1.07,0,77.64,69.44,73.64,70.01,75.9,4571000000,0.001,-0.005,0.08,31595000000,45000000,39460000000,52,940.2612826603325,0.8
2024-02-21,CAH,105.58,0.45,0,104.52,92.67,101.01,95.07,104.33,16000000,0.006,0.012,1.44,55599000000,353000000,57445000000,52,73.31944444444444,0.97
2024-02-21,WHR,110.01,1.19,0,109.35,128.25,115.71,128.0,114.65,-1000000,0.097,0.065,8.91,4296000000,491000000,5088000000,52,12.346801346801348,0.84
2023-07-11,HBI,4.8,1.17,1,4.55,6.41,4.82,5.93,4.43,-7263000,-0.016,0.061,-0.06,956243000,-22464000,1438980000,10,-74.88299531981278,0.66
2023-07-11,GPS,9.58,1.08,1,8.94,10.73,9.67,10.88,8.68,1224000000,-0.005,0.039,-0.05,2062000000,-18000000,3276000000,73,-191.6,0.63
2023-07-11,AAL,18.8,0.87,0,18.05,14.63,15.04,14.63,15.54,1495000000,0.095,0.164,2.05,9908000000,1338000000,14055000000,11,9.170731707317074,0.7
2023-07-11,KSS,25.23,0.78,1,23.74,26.61,23.14,26.02,21.45,188000000,-0.02,0.08,-0.64,2047000000,-70000000,3571000000,73,-39.421875,0.57
2023-07-11,WBA,30.57,0.75,0,29.14,35.14,33.0,34.97,31.14,364000000,0.003,0.014,0.14,28826000000,118000000,35415000000,41,218.35714285714283,0.81
2023-07-11,KR,47.57,0.76,0,47.06,46.65,47.29,46.41,47.51,957000000,0.021,0.058,1.33,35080000000,962000000,45165000000,52,35.76691729323308,0.78
2023-07-11,CNC,67.76,0.97,0,67.06,75.5,66.79,73.16,66.62,3197000000,0.028,0.031,1.93,30224000000,1058000000,37608000000,11,35.108808290155444,0.8
2023-07-11,CVS,71.27,1.03,0,69.34,86.14,73.72,83.96,69.63,631000000,0.021,0.053,1.48,75318000000,1901000000,88647000000,11,48.1554054054054,0.85
2023-07-11,CAH,94.36,0.44,0,94.09,77.6,81.64,78.68,87.35,-1000000,-0.001,0.012,-0.25,51626000000,-64000000,53453000000,11,-377.44,0.97
2023-07-11,VLO,115.95,1.17,1,115.6,122.41,121.57,124.32,112.02,106000000,0.056,0.083,5.41,31539000000,1944000000,34509000000,11,21.432532347504623,0.91
2022-01-21,AAL,16.3,1.12,1,18.17,20.56,19.26,20.43,18.36,1211000000,-0.099,-0.077,-1.44,8663000000,-931000000,9427000000,21,-11.319444444444445,0.92
2022-01-21,KR,46.92,1.08,1,48.2,40.13,42.96,41.16,44.69,-77000000,0.015,0.05,0.64,24959000000,483000000,31860000000,76,73.3125,0.78
2022-01-21,CAH,50.56,0.31,1,52.18,54.03,50.2,53.61,50.09,13000000,0.001,0.012,0.17,43841000000,49000000,45457000000,21,297.4117647058823,0.96
2022-01-21,MPC,70.7,1.13,1,72.56,60.11,64.14,61.07,65.45,956000000,0.022,0.068,1.28,32184000000,774000000,35438000000,21,55.234375,0.91
2022-01-21,VLO,79.29,0.9,1,82.94,73.52,73.64,73.38,74.46,-163000000,0.028,0.04,2.47,34005000000,1009000000,35903000000,21,32.10121457489878,0.95
2022-01-21,PSX,83.44,1.15,1,85.85,78.6,75.03,77.78,75.6,150000000,0.039,0.071,2.89,29814000000,1273000000,32604000000,21,28.871972318339097,0.91
2022-01-21,MCK,246.62,0.53,1,252.34,204.52,220.59,207.81,235.3,20000000,-0.0,0.008,-0.05,65186000000,-7000000,68614000000,21,-5338.0952380952385,0.95
2021-12-31,KR,45.26,1.04,1,44.42,39.28,42.6,40.39,42.79,-77000000,0.015,0.05,0.64,24959000000,483000000,31860000000,55,70.71875,0.78
2021-12-31,CAH,51.49,0.31,1,50.82,54.14,50.13,54.17,49.13,13000000,0.001,0.012,0.17,43841000000,49000000,45457000000,0,302.88235294117646,0.96
2021-12-31,PSX,72.46,1.0,1,72.14,77.77,73.23,77.63,74.31,150000000,0.039,0.071,2.89,29814000000,1273000000,32604000000,0,25.072664359861587,0.91
2021-12-31,MCK,248.57,0.53,1,241.85,200.32,213.47,203.72,224.73,20000000,-0.0,0.008,-0.05,65186000000,-7000000,68614000000,0,-5380.30303030303,0.95
2023-04-05,GPS,9.26,0.79,0,9.4,11.1,12.49,11.05,11.94,1454000000,-0.064,0.025,-0.75,2819000000,-273000000,4243000000,67,-12.346666666666666,0.66
2023-04-05,F,12.43,1.2,1,12.08,13.07,12.73,13.06,12.51,-73000000,0.042,0.1,0.44,36855000000,1757000000,41474000000,5,28.25,0.89
2023-04-05,AAL,13.89,0.74,1,14.13,14.62,14.87,14.31,15.54,1460000000,0.001,0.046,0.02,9840000000,10000000,12189000000,5,907.843137254902,0.81
2023-04-05,LNC,21.06,0.94,1,21.4,41.35,31.01,39.38,28.76,-4901000000,-0.231,-0.285,-5.2,0,-881000000,3814000000,5,-4.05,0.0
2023-04-05,KSS,22.6,0.41,1,22.56,31.58,28.2,28.88,27.82,200000000,-0.045,-0.017,-2.48,4444000000,-273000000,6019000000,67,-9.112903225806452,0.74
2023-04-05,WBA,36.12,0.89,0,34.26,37.72,37.11,36.86,35.23,25000000,0.02,0.022,0.81,27807000000,703000000,34862000000,36,44.59259259259259,0.8
2023-04-05,DELL,40.8,1.18,1,39.33,41.86,40.81,40.98,40.16,14000000,0.025,0.104,0.86,19283000000,614000000,25039000000,61,47.44186046511628,0.77
2023-04-05,KR,48.06,0.99,0,49.0,47.33,46.13,46.51,46.08,706000000,0.013,0.048,0.62,27247000000,451000000,34823000000,67,77.51612903225806,0.78
2023-04-05,CNC,65.79,0.93,0,63.99,80.52,75.1,80.65,68.76,325000000,0.029,0.041,2.05,34315000000,1130000000,38889000000,5,32.092682926829276,0.88
2023-04-05,CVS,77.75,1.17,0,74.55,93.06,88.68,92.93,81.72,395000000,0.025,0.053,1.66,71903000000,2136000000,84944000000,5,46.837349397590366,0.85
2024-03-01,F,12.45,1.08,0,12.21,12.2,11.42,12.21,11.99,-1802000000,-0.011,0.005,-0.13,43432000000,-526000000,45962000000,61,-95.76923076923076,0.94
2024-03-01,AAL,15.66,0.79,0,15.21,14.29,13.35,14.38,14.41,-1519000000,0.001,0.094,0.03,10435000000,19000000,13062000000,61,540.0,0.8
2024-03-01,WBA,21.49,0.5,0,21.59,26.53,22.55,25.17,23.35,13067000000,-0.159,0.014,-6.85,30012000000,-5908000000,37052000000,1,-3.1372262773722626,0.81
2024-03-01,KSS,27.74,0.52,0,27.74,24.05,25.1,24.39,27.17,0,0.031,0.082,1.69,4047000000,186000000,5956000000,27,16.414201183431953,0.68
2024-03-01,UAL,44.84,1.08,1,44.52,44.93,40.38,45.22,42.08,1325000000,0.044,0.127,1.83,12010000000,599000000,13626000000,61,24.502732240437158,0.88
2024-03-01,CVS,73.84,0.99,0,76.1,71.93,73.36,71.82,76.52,311000000,0.022,0.049,1.59,79937000000,2046000000,93545000000,61,46.44025157232704,0.85
2024-03-01,CNC,77.98,1.06,0,79.29,69.75,74.36,70.43,76.51,4571000000,0.001,-0.005,0.08,31595000000,45000000,39460000000,61,926.1282660332542,0.8
2024-03-01,WHR,106.81,1.15,0,108.66,127.82,114.24,127.11,113.72,-1000000,0.097,0.065,8.91,4296000000,491000000,5088000000,61,11.987654320987655,0.84
2024-03-01,CAH,113.37,0.48,0,108.75,93.54,102.57,95.98,105.09,16000000,0.006,0.012,1.44,55599000000,353000000,57445000000,61,78.72916666666667,0.97
2023-01-20,F,12.4,1.12,1,12.71,13.97,13.1,13.42,12.98,91000000,0.029,0.124,0.32,37816000000,1289000000,43999000000,20,38.75,0.86
2023-01-20,AAL,16.34,0.81,0,15.95,15.01,13.73,14.71,14.12,1385000000,0.061,0.117,1.23,9933000000,803000000,13189000000,20,13.284552845528456,0.75
2023-01-20,KSS,30.76,0.79,0,28.7,38.44,28.24,34.68,28.41,202000000,0.023,0.094,0.82,2541000000,97000000,4277000000,83,37.51219512195122,0.59
2023-01-20,NRG,32.21,0.94,0,32.15,39.29,39.12,39.59,36.16,57000000,-0.139,-0.135,-4.77,8827000000,-1095000000,7855000000,20,-6.752620545073376,1.12
2023-01-20,WBA,35.88,0.93,0,36.35,40.16,36.66,38.96,39.04,6323000000,-0.111,0.02,-4.31,26429000000,-3721000000,33382000000,51,-8.324825986078888,0.79
2023-01-20,DELL,40.26,1.17,1,40.78,44.45,39.18,42.73,41.42,0,0.01,0.092,0.34,19014000000,245000000,24721000000,84,118.41176470588233,0.77
2023-01-20,CNC,76.15,1.18,0,76.99,84.2,82.0,84.26,81.77,352000000,-0.006,0.018,-0.39,31714000000,-219000000,35561000000,20,-195.25641025641028,0.89
2022-05-04,WBA,44.46,1.14,0,44.37,48.58,48.27,48.24,45.84,-229000000,0.026,0.046,1.02,26047000000,883000000,33756000000,65,43.588235294117645,0.77
2022-05-04,WMT,51.54,1.0,0,51.72,47.99,48.1,48.15,49.35,-1998000000,0.015,0.043,0.25,106847000000,2054000000,141569000000,4,206.16,0.75
2022-05-04,CAH,60.49,0.37,1,60.22,53.73,54.65,52.91,57.52,79000000,-0.031,0.014,-5.05,43154000000,-1390000000,44836000000,34,-11.978217821782179,0.96
2022-05-04,MCK,319.76,0.7,1,316.56,236.51,277.55,242.76,302.07,57000000,0.006,0.015,2.5,62784000000,368000000,66102000000,34,127.904,0.95
2021-01-28,FTI,8.96,1.18,0,9.26,6.89,6.82,6.61,8.19,33200000,-0.011,0.056,-0.09,3343200000,-39300000,3426100000,28,-98.46153846153847,0.98
2021-01-28,F,10.72,1.19,1,10.79,7.07,8.41,7.28,9.39,-1011000000,-0.078,0.005,-0.7,33075000000,-2788000000,35952000000,28,-15.314285714285717,0.92
2021-01-28,KR,35.38,0.9,0,34.61,32.77,32.82,33.22,32.3,9000000,0.021,0.053,0.81,22901000000,631000000,29723000000,82,43.67901234567901,0.77
2021-01-28,CAH,55.57,0.39,0,55.21,51.59,51.69,52.04,54.66,12000000,0.015,0.017,2.14,39765000000,629000000,41541000000,28,25.967289719626166,0.96
2022-11-30,KSS,32.08,0.83,0,31.56,41.89,29.2,39.95,28.69,202000000,0.023,0.094,0.82,2541000000,97000000,4277000000,32,39.1219512195122,0.59
2022-11-30,WBA,41.5,1.07,0,40.95,42.11,36.79,40.38,35.93,6323000000,-0.111,0.02,-4.31,26429000000,-3721000000,33382000000,0,-9.628770301624131,0.79
2022-11-30,NRG,42.45,1.15,0,42.04,40.52,41.12,40.42,42.14,197000000,0.008,0.043,0.29,7802000000,67000000,8510000000,61,146.37931034482762,0.92
2022-11-30,UAL,44.17,1.12,1,43.62,41.4,38.64,40.73,39.4,1790000000,0.073,0.122,2.88,9127000000,942000000,12877000000,61,15.336805555555557,0.71
2022-11-30,KR,49.19,1.03,0,48.47,49.25,46.89,49.86,45.9,685000000,0.012,0.049,0.55,26890000000,398000000,34198000000,25,89.43636363636362,0.79
2022-11-30,CAH,80.17,0.42,0,78.07,61.08,68.64,62.29,73.2,71000000,0.002,0.01,0.41,47989000000,110000000,49603000000,61,195.53658536585368,0.97
2022-11-30,PSX,108.44,1.14,0,109.44,89.6,92.51,90.6,98.39,1745000000,0.12,0.173,11.2,39076000000,5391000000,44955000000,61,9.682142857142857,0.87
2022-11-30,VLO,133.62,1.14,0,137.03,107.91,117.52,112.95,123.59,6000000,0.063,0.087,7.22,40442000000,2817000000,44454000000,61,18.506925207756233,0.91
